age,income,employment_length,debt,credit_history_length,num_credit_cards,num_loans,monthly_emi,payment_history,housing,purpose,job_type,existing_defaults,credit_risk
42,29991.0,12.0,1569.0,25,4,1,33.0,good,own,business,unemployed,0,0
51,39845.0,16.0,30778.0,20,1,3,1099.0,average,own,car,salaried,1,1
67,50894.0,16.0,19022.0,4,4,0,1729.0,poor,rent,home_renovation,self_employed,0,1
47,8000.0,35.0,3773.0,9,0,0,180.0,good,rent,car,student,0,0
61,69095.0,20.0,3911.0,5,3,4,559.0,excellent,rent,car,salaried,1,0
40,30039.0,7.0,14067.0,23,7,4,485.0,average,rent,car,salaried,0,0
44,70507.0,4.0,62646.0,18,6,1,2848.0,good,own,business,self_employed,0,1
46,52064.0,25.0,14918.0,24,7,3,298.0,good,rent,medical,self_employed,1,0
68,56333.0,15.0,21750.0,12,0,1,3625.0,good,own,medical,salaried,0,1
39,65690.0,35.0,41655.0,0,0,3,3787.0,good,with_parents,education,self_employed,0,1
67,55316.0,27.0,41076.0,19,1,0,4108.0,good,own,medical,self_employed,1,1
25,57112.0,28.0,23118.0,24,0,1,462.0,average,own,business,unemployed,2,1
35,42041.0,11.0,13168.0,14,6,4,239.0,good,own,education,self_employed,0,0
38,51699.0,36.0,43797.0,13,6,1,1288.0,average,own,home_renovation,salaried,0,0
59,34425.0,29.0,21535.0,7,7,1,1267.0,good,own,home_renovation,student,0,0
67,38819.0,22.0,5868.0,9,7,0,133.0,excellent,own,home_renovation,salaried,0,0
38,80365.0,15.0,8727.0,8,3,4,168.0,average,rent,home_renovation,salaried,0,0
40,30453.0,13.0,14039.0,16,6,4,1755.0,good,rent,home_renovation,salaried,0,0
46,47778.0,9.0,11327.0,8,4,2,214.0,excellent,own,personal,salaried,0,0
58,47042.0,6.0,12508.0,2,3,2,2085.0,good,own,business,salaried,0,0
67,39406.0,36.0,31369.0,10,1,2,980.0,good,rent,education,salaried,0,0
25,54259.0,28.0,6844.0,11,3,0,129.0,average,own,home_renovation,salaried,0,0
19,55615.0,2.0,36598.0,9,2,1,1262.0,good,rent,personal,self_employed,1,1
50,28335.0,14.0,7947.0,24,7,4,162.0,average,own,medical,salaried,2,0
31,46824.0,35.0,32603.0,16,4,4,1358.0,excellent,rent,personal,salaried,0,0
48,25517.0,18.0,16945.0,16,7,1,1303.0,good,rent,personal,salaried,2,1
41,59194.0,,3332.0,24,2,4,68.0,poor,rent,business,salaried,1,0
69,48177.0,20.0,23258.0,10,2,1,447.0,average,rent,home_renovation,salaried,0,1
37,46482.0,36.0,7829.0,29,5,0,1118.0,excellent,own,personal,salaried,0,0
50,56863.0,26.0,44711.0,21,6,0,1277.0,excellent,own,personal,student,0,0
48,40041.0,28.0,31666.0,3,1,0,905.0,good,rent,home_renovation,unemployed,0,1
47,61452.0,19.0,24925.0,6,0,1,462.0,average,rent,business,unemployed,0,1
67,27928.0,24.0,11946.0,20,2,1,272.0,average,own,personal,salaried,0,0
63,70414.0,5.0,21673.0,25,3,3,433.0,average,rent,education,salaried,0,0
47,35084.0,35.0,23124.0,13,0,4,625.0,good,own,car,salaried,0,0
48,14469.0,,5135.0,6,3,4,856.0,average,own,medical,self_employed,0,1
34,39086.0,21.0,10851.0,23,7,3,252.0,good,rent,car,salaried,1,0
58,37045.0,31.0,15462.0,7,3,3,859.0,excellent,own,car,salaried,0,0
37,38951.0,15.0,4977.0,0,0,0,311.0,good,rent,business,salaried,3,1
36,49170.0,17.0,33662.0,23,0,3,2244.0,poor,own,personal,salaried,0,1
19,64761.0,4.0,3931.0,21,6,1,74.0,average,own,car,student,2,1
32,41549.0,35.0,24839.0,3,3,2,801.0,good,rent,car,self_employed,0,0
69,32551.0,29.0,6687.0,28,1,1,267.0,good,rent,medical,unemployed,0,0
65,24722.0,18.0,6120.0,29,6,3,278.0,poor,own,home_renovation,salaried,0,0
68,36573.0,22.0,21589.0,11,4,4,981.0,good,own,personal,unemployed,0,1
20,11019.0,33.0,9851.0,23,5,1,1095.0,good,own,personal,self_employed,1,1
46,31948.0,12.0,22717.0,2,4,4,2272.0,poor,own,medical,student,0,1
67,67393.0,28.0,16307.0,12,1,1,582.0,average,with_parents,home_renovation,salaried,2,0
68,,35.0,6025.0,19,6,4,118.0,good,rent,personal,salaried,0,0
48,56317.0,21.0,44282.0,5,5,1,777.0,good,own,education,self_employed,0,0
56,22923.0,35.0,9801.0,10,6,4,653.0,good,own,medical,salaried,1,1
69,76880.0,8.0,12800.0,22,0,2,251.0,excellent,with_parents,business,unemployed,0,0
22,78077.0,38.0,61125.0,3,5,0,1852.0,poor,rent,home_renovation,student,0,1
19,,18.0,41377.0,19,7,1,1089.0,good,rent,medical,salaried,2,1
26,80843.0,37.0,71653.0,15,3,2,1493.0,average,rent,car,salaried,2,1
47,51404.0,5.0,42320.0,6,4,0,1365.0,excellent,own,personal,salaried,3,1
57,58833.0,14.0,45538.0,21,5,1,828.0,good,own,education,unemployed,2,1
21,67715.0,19.0,6412.0,28,3,2,121.0,excellent,with_parents,education,self_employed,0,0
50,,8.0,6693.0,10,6,2,197.0,average,rent,business,salaried,1,0
28,17057.0,31.0,9102.0,23,1,2,284.0,good,own,medical,salaried,0,0
28,59201.0,3.0,29705.0,0,5,3,1292.0,good,own,education,salaried,3,1
37,36507.0,17.0,16036.0,25,3,4,356.0,excellent,own,medical,self_employed,0,0
64,37844.0,4.0,14656.0,28,6,0,977.0,excellent,rent,personal,salaried,0,0
52,50362.0,19.0,20977.0,26,6,4,446.0,excellent,own,personal,salaried,0,0
51,55193.0,22.0,29468.0,6,6,4,2947.0,excellent,own,education,self_employed,0,0
41,47702.0,10.0,2469.0,11,1,4,165.0,good,with_parents,personal,salaried,0,0
46,56443.0,36.0,15330.0,6,0,2,279.0,good,own,medical,salaried,1,0
50,32277.0,21.0,15833.0,26,1,4,609.0,good,own,personal,salaried,1,0
68,44231.0,3.0,29364.0,22,1,3,1013.0,good,own,car,salaried,0,0
25,60284.0,28.0,11938.0,6,7,1,278.0,excellent,own,medical,salaried,1,0
47,76910.0,33.0,39597.0,9,4,2,4950.0,excellent,own,home_renovation,student,0,0
26,83276.0,12.0,54737.0,29,6,0,1216.0,excellent,with_parents,personal,unemployed,0,0
19,52794.0,8.0,22592.0,15,3,1,628.0,average,rent,personal,unemployed,0,1
21,60120.0,30.0,4390.0,25,5,1,95.0,good,own,medical,student,1,0
42,80668.0,6.0,34839.0,7,4,1,830.0,excellent,own,business,salaried,0,0
41,32925.0,3.0,9943.0,8,6,4,1420.0,excellent,rent,home_renovation,salaried,0,0
26,56335.0,18.0,47333.0,8,2,4,6762.0,average,own,home_renovation,salaried,0,1
65,58830.0,29.0,9173.0,1,1,2,208.0,average,own,home_renovation,unemployed,0,0
55,71062.0,30.0,42964.0,12,2,4,796.0,average,with_parents,education,self_employed,0,0
21,24531.0,34.0,2326.0,12,6,4,49.0,good,own,car,salaried,0,0
69,28091.0,20.0,12058.0,22,4,4,246.0,excellent,own,car,salaried,0,0
51,45385.0,30.0,23640.0,22,3,2,606.0,poor,own,business,salaried,0,0
46,51799.0,18.0,15709.0,3,4,2,334.0,average,own,home_renovation,salaried,2,1
65,65212.0,30.0,28486.0,24,7,3,1139.0,good,own,home_renovation,unemployed,0,0
26,54316.0,31.0,10267.0,23,3,3,270.0,average,own,personal,salaried,0,0
52,42275.0,1.0,13042.0,11,3,3,1449.0,average,own,medical,student,0,1
53,52496.0,9.0,30340.0,16,6,3,607.0,excellent,rent,education,salaried,1,0
50,50419.0,1.0,15455.0,1,0,1,315.0,good,own,education,self_employed,0,0
42,76410.0,1.0,62257.0,12,6,1,3891.0,excellent,own,business,student,1,1
32,47982.0,23.0,28028.0,28,1,3,596.0,excellent,rent,car,student,0,0
50,38104.0,16.0,16112.0,17,4,3,310.0,average,rent,home_renovation,salaried,1,0
64,53093.0,31.0,4404.0,27,3,0,440.0,excellent,own,medical,salaried,0,0
61,48573.0,15.0,23054.0,27,6,1,768.0,average,own,business,salaried,0,0
34,16722.0,15.0,11706.0,26,6,0,217.0,poor,own,education,salaried,0,1
22,44718.0,38.0,12330.0,14,4,0,294.0,excellent,rent,education,self_employed,0,0
55,43187.0,30.0,31775.0,7,4,4,815.0,good,own,education,student,2,1
39,35210.0,23.0,9297.0,14,7,2,664.0,average,own,home_renovation,salaried,1,1
32,63640.0,0.0,47742.0,0,3,1,4340.0,average,own,home_renovation,salaried,0,1
49,30858.0,10.0,3779.0,19,5,3,164.0,average,own,home_renovation,salaried,0,0
66,53201.0,20.0,41830.0,9,7,3,2202.0,good,own,personal,unemployed,0,1
36,42339.0,3.0,20082.0,11,2,2,837.0,good,own,car,student,0,0
25,46939.0,6.0,14178.0,4,1,1,746.0,good,rent,education,salaried,0,0
28,52412.0,25.0,14431.0,8,1,3,321.0,poor,rent,education,salaried,2,1
25,21464.0,11.0,8955.0,22,5,3,407.0,good,own,personal,self_employed,2,1
51,48450.0,30.0,43566.0,7,0,4,1089.0,poor,own,education,self_employed,0,1
41,86201.0,16.0,20454.0,15,7,0,602.0,excellent,own,education,salaried,1,0
39,16978.0,32.0,2338.0,13,5,3,50.0,poor,own,home_renovation,unemployed,0,1
37,43963.0,10.0,24060.0,26,0,1,1094.0,average,rent,home_renovation,student,0,1
66,65218.0,27.0,30343.0,24,0,2,632.0,good,with_parents,car,salaried,0,0
37,50429.0,31.0,24991.0,12,5,4,1922.0,good,own,education,salaried,0,0
54,57383.0,0.0,35399.0,22,1,1,5900.0,excellent,own,business,salaried,0,0
47,8000.0,27.0,2217.0,20,2,4,44.0,excellent,own,education,salaried,0,0
36,55768.0,6.0,45956.0,12,1,0,792.0,excellent,rent,education,salaried,0,0
20,31290.0,1.0,13152.0,4,6,3,321.0,excellent,rent,car,salaried,0,0
19,50578.0,23.0,8078.0,15,1,1,673.0,good,rent,business,salaried,2,1
65,44470.0,3.0,30282.0,25,1,2,594.0,average,rent,education,salaried,0,1
23,86010.0,18.0,51317.0,10,7,0,5132.0,good,own,medical,salaried,1,1
38,54841.0,25.0,17460.0,21,5,0,602.0,excellent,rent,medical,salaried,1,0
29,42973.0,10.0,24851.0,4,5,4,753.0,average,rent,business,self_employed,0,1
60,17826.0,39.0,4223.0,12,6,0,88.0,good,rent,medical,self_employed,0,0
20,47181.0,10.0,20199.0,27,6,1,918.0,poor,own,home_renovation,salaried,1,1
21,59818.0,2.0,48722.0,10,7,4,1160.0,average,rent,home_renovation,salaried,0,1
41,43550.0,11.0,7121.0,24,5,0,285.0,excellent,rent,business,unemployed,2,1
30,35898.0,,13594.0,18,1,2,1699.0,good,rent,education,salaried,0,0
38,34693.0,26.0,25949.0,2,2,1,618.0,good,rent,business,student,0,1
23,54633.0,1.0,47753.0,14,0,2,1540.0,excellent,rent,medical,salaried,1,1
55,58669.0,15.0,25570.0,6,4,2,1278.0,excellent,rent,business,self_employed,1,0
56,69502.0,1.0,33427.0,6,0,4,597.0,excellent,rent,medical,salaried,3,1
48,27090.0,29.0,14530.0,5,6,3,274.0,excellent,rent,home_renovation,self_employed,0,0
27,54468.0,19.0,45889.0,2,6,4,3530.0,good,own,business,unemployed,2,1
52,42809.0,37.0,33369.0,29,0,1,1854.0,good,own,personal,student,1,1
62,43340.0,27.0,8452.0,12,4,1,159.0,excellent,own,medical,student,1,0
53,52233.0,24.0,22003.0,6,1,4,2750.0,average,rent,personal,salaried,0,1
40,52338.0,31.0,23259.0,4,2,3,3876.0,good,rent,home_renovation,salaried,0,0
62,54518.0,9.0,39293.0,22,2,4,2807.0,excellent,with_parents,education,salaried,2,1
42,25966.0,39.0,14605.0,17,0,1,406.0,excellent,own,medical,salaried,0,0
35,31503.0,32.0,19094.0,21,4,3,415.0,excellent,own,education,salaried,0,0
28,71746.0,12.0,64462.0,29,7,1,1093.0,good,own,home_renovation,unemployed,0,1
48,41030.0,36.0,4666.0,7,6,3,151.0,excellent,own,education,student,0,0
64,50508.0,15.0,12100.0,16,3,3,550.0,good,rent,medical,salaried,0,0
41,63984.0,21.0,25383.0,19,1,4,651.0,good,own,car,salaried,0,0
50,53342.0,19.0,18436.0,26,7,4,1317.0,good,rent,medical,salaried,1,0
35,54837.0,26.0,3751.0,0,0,4,67.0,excellent,rent,medical,self_employed,0,0
68,61102.0,15.0,7822.0,13,2,3,435.0,good,own,personal,salaried,0,0
69,8000.0,33.0,5030.0,16,6,3,503.0,good,rent,car,student,0,1
35,36181.0,31.0,28852.0,9,7,1,627.0,average,own,car,self_employed,0,0
32,53435.0,25.0,26028.0,11,7,2,1446.0,average,own,car,self_employed,0,0
27,69978.0,24.0,35571.0,15,5,4,5928.0,good,rent,medical,salaried,0,0
58,46190.0,1.0,12325.0,13,5,1,411.0,good,rent,home_renovation,salaried,0,0
20,29795.0,11.0,20937.0,29,4,1,403.0,good,own,car,student,2,1
63,30274.0,39.0,20860.0,26,4,0,2318.0,average,own,business,self_employed,0,1
43,60910.0,8.0,33507.0,15,0,4,817.0,excellent,own,education,student,0,0
57,41080.0,11.0,9480.0,7,7,1,166.0,poor,own,home_renovation,salaried,0,0
27,44870.0,25.0,5944.0,22,3,0,396.0,average,with_parents,business,self_employed,0,0
40,56071.0,8.0,5865.0,27,2,4,178.0,average,rent,medical,salaried,1,0
61,8000.0,9.0,4430.0,9,0,3,403.0,excellent,own,medical,self_employed,1,1
64,81007.0,31.0,60859.0,28,3,0,1902.0,good,rent,business,self_employed,0,0
22,31841.0,33.0,24823.0,16,6,3,1460.0,good,own,personal,self_employed,0,1
44,49355.0,19.0,21918.0,26,4,2,385.0,excellent,own,personal,self_employed,0,0
47,14315.0,38.0,10259.0,29,5,2,194.0,excellent,with_parents,business,salaried,0,0
63,37394.0,1.0,31966.0,28,1,2,3996.0,average,rent,personal,student,2,1
52,67404.0,0.0,19136.0,17,7,2,375.0,good,rent,education,student,0,0
41,10509.0,35.0,4080.0,19,6,1,107.0,good,rent,education,salaried,0,0
55,65272.0,23.0,54943.0,15,5,2,3663.0,excellent,rent,medical,student,0,0
29,40073.0,26.0,13524.0,16,2,1,376.0,average,own,personal,salaried,0,0
24,53769.0,1.0,44456.0,15,2,1,2223.0,average,rent,car,self_employed,0,1
36,56835.0,30.0,50236.0,18,5,4,4186.0,good,with_parents,business,salaried,0,1
39,52946.0,13.0,32431.0,23,6,1,791.0,good,own,education,student,1,1
60,29431.0,1.0,21907.0,23,5,1,1153.0,good,rent,personal,salaried,0,0
54,38438.0,28.0,26411.0,7,3,2,498.0,good,own,personal,salaried,0,0
59,18692.0,14.0,12049.0,5,0,1,634.0,excellent,own,education,salaried,0,0
56,53852.0,11.0,16742.0,5,4,3,2093.0,poor,rent,education,salaried,2,1
52,75637.0,36.0,7453.0,20,3,2,138.0,good,own,car,self_employed,0,0
35,12160.0,27.0,4154.0,28,1,0,72.0,good,rent,personal,salaried,1,0
55,31290.0,19.0,19303.0,8,5,2,378.0,good,own,personal,self_employed,1,1
43,41728.0,38.0,5723.0,3,1,1,104.0,average,with_parents,home_renovation,student,2,1
56,48120.0,23.0,2893.0,25,1,3,362.0,excellent,own,medical,unemployed,0,0
30,60825.0,20.0,10264.0,11,3,2,380.0,excellent,own,car,unemployed,0,0
41,42260.0,9.0,27823.0,27,4,3,1159.0,average,own,education,salaried,0,0
60,39313.0,13.0,34473.0,11,6,0,862.0,good,with_parents,education,salaried,0,0
40,64856.0,36.0,57437.0,22,2,0,3379.0,average,rent,business,salaried,0,0
39,56916.0,17.0,26744.0,16,0,4,453.0,excellent,rent,medical,salaried,0,0
45,54702.0,23.0,43157.0,14,7,4,4316.0,average,own,education,student,3,1
49,47025.0,13.0,31803.0,8,2,2,2120.0,excellent,own,personal,salaried,0,0
24,62697.0,33.0,29837.0,6,4,4,649.0,excellent,own,education,student,0,0
45,33186.0,11.0,17816.0,9,7,3,469.0,average,rent,personal,salaried,0,0
58,30732.0,21.0,5121.0,15,2,4,284.0,good,own,personal,unemployed,0,0
52,58430.0,5.0,49491.0,11,5,3,1237.0,good,with_parents,car,salaried,0,0
30,,35.0,5499.0,24,5,4,98.0,excellent,rent,education,salaried,0,0
63,46659.0,35.0,20027.0,6,3,4,541.0,good,own,car,self_employed,0,0
25,39302.0,21.0,24403.0,17,1,4,1525.0,good,own,medical,salaried,0,0
28,19696.0,13.0,6575.0,14,7,1,124.0,poor,rent,personal,self_employed,2,1
63,28237.0,15.0,7514.0,5,4,1,175.0,poor,own,medical,salaried,1,1
35,43038.0,35.0,25237.0,25,4,4,870.0,good,own,education,salaried,3,1
44,63611.0,24.0,4531.0,11,2,3,113.0,good,own,medical,student,0,0
39,33247.0,31.0,22030.0,10,3,2,918.0,good,rent,medical,salaried,0,0
46,66841.0,32.0,32546.0,19,2,0,2959.0,average,rent,education,self_employed,0,0
42,29103.0,34.0,14398.0,0,5,1,480.0,good,rent,education,salaried,0,0
52,41906.0,5.0,10378.0,20,0,1,185.0,excellent,own,personal,salaried,0,0
41,33176.0,9.0,20111.0,22,5,2,1006.0,good,rent,home_renovation,student,1,1
38,80119.0,37.0,69192.0,9,0,2,1573.0,good,rent,education,student,0,1
46,31948.0,12.0,22717.0,2,4,4,2272.0,poor,own,medical,student,0,1
24,64625.0,12.0,49864.0,23,2,4,3836.0,good,own,personal,salaried,0,0
49,36271.0,11.0,9599.0,1,0,4,356.0,average,own,medical,salaried,0,0
43,51151.0,17.0,14156.0,1,6,3,544.0,average,own,personal,salaried,0,0
57,58694.0,23.0,34660.0,17,7,2,1050.0,excellent,own,business,salaried,1,0
51,47073.0,28.0,27106.0,17,0,2,565.0,average,rent,personal,salaried,0,0
